Road_Id,Road_Name,Road_category,Road_Type
3609,A859,PR,Slip road
3610,A865,PR,Roundabout
3611,A873,PR,Roundabout
3612,A887,TR,Single carriageway
3613,A904,PU,Roundabout
3614,A909,PR,Dual carriageway
3615,A911,PR,Dual carriageway
3616,A912,PR,Dual carriageway
3617,A917,PU,Roundabout
3618,A947,PR,Dual carriageway
3619,A955,PR,Single carriageway
3620,A960,PR,Dual carriageway
3621,A966,PR,Roundabout
3622,A967,PR,Roundabout
3623,A968,PR,Dual carriageway
3624,A970,PR,Roundabout
3625,A978,PU,Single carriageway
3626,A980,PR,Single carriageway
3627,A981,PR,Slip road
3628,A6095,PU,Single carriageway
3629,A8011,PU,Dual carriageway
3630,A801,PR,Dual carriageway
3631,A893,TR,Single carriageway
3632,M9,TM,Roundabout
3633,M74,TM,Dual carriageway
3634,A823,TM,One way street
3635,A82,TR,Roundabout
3636,A199,PR,Single carriageway
3637,A772,PU,Roundabout
3638,A770,PR,Single carriageway
3639,A8,PR,Dual carriageway
3640,A882,PR,Single carriageway
3641,A68,TR,Dual carriageway
3642,A9,PU,Dual carriageway
3643,A70,PU,Dual carriageway
3644,A77,TR,Dual carriageway
3645,A70,PR,One way street
3646,A952,PR,Roundabout
3647,A735,PU,Dual carriageway
3648,A72,PU,Roundabout
3649,A91,PR,Dual carriageway
3650,A72,PR,Slip road
3651,A74,PU,Dual carriageway
3652,A88,PU,Dual carriageway
3653,A985,TR,Dual carriageway
3654,A77,PU,Roundabout
3655,A77,PR,Dual carriageway
3656,A9,PR,Dual carriageway
3657,A923,PU,Roundabout
3658,A81,PU,Roundabout
3659,A812,PR,Single carriageway
3660,A7066,PR,Roundabout
3661,A6137,PR,Roundabout
3662,A6112,PR,Roundabout
3663,A6106,PR,Single carriageway
3664,A84,PR,Dual carriageway
3665,A6094,PR,One way street
3666,A990,PR,Dual carriageway
3667,A972,TU,Single carriageway
3668,A966,PR,Dual carriageway
3669,A965,PR,Dual carriageway
3670,A950,PR,Dual carriageway
3671,A948,PR,Dual carriageway
3672,A90,TU,Dual carriageway
3673,A944,PR,Dual carriageway
3674,A941,PR,Roundabout
3675,A92,PR,Roundabout
3676,A928,PR,Single carriageway
3677,A923,PR,Dual carriageway
3678,A922,PR,Single carriageway
3679,A919,PR,Single carriageway
3680,A921,PR,Slip road
3681,A902,PU,Single carriageway
3682,A890,PR,Roundabout
3683,A886,PR,One way street
3684,A875,PR,Dual carriageway
3685,A872,PU,Single carriageway
3686,A94,PU,Single carriageway
3687,A862,PR,Dual carriageway
3688,A859,PR,Dual carriageway
3689,A96,TU,Single carriageway
3690,A841,PR,Slip road
3691,A839,PR,Roundabout
3692,A1087,PR,Single carriageway
3693,A199,PU,Single carriageway
3694,A835,PR,Dual carriageway
3695,A821,PR,Dual carriageway
3696,A814,PU,Roundabout
3697,A811,PU,Roundabout
3698,A701,PR,Roundabout
3699,A811,PR,Dual carriageway
3700,A702,PU,Single carriageway
3701,A803,PR,Roundabout
3702,A761,PR,Single carriageway
3703,A719,PU,Roundabout
3704,A739,PU,Roundabout
3705,A730,PU,Dual carriageway
3706,A726,PR,Dual carriageway
3707,A722,PU,Roundabout
3708,A721,PR,Dual carriageway
3709,A718,PR,Roundabout
3710,A92,TR,Dual carriageway
3711,A714,PR,Dual carriageway
3712,A96,TU,Dual carriageway
3713,A98,PU,Single carriageway
3714,A817,PR,Single carriageway
3715,A921,PU,Roundabout
3716,A8006,PU,Dual carriageway
3717,A779,PR,Single carriageway
3718,A725,TR,Single carriageway
3719,A780,PU,Roundabout
3720,A199,PU,Roundabout
3721,A90,TR,Roundabout
3722,A945,PU,Single carriageway
3723,A956,PU,Dual carriageway
3724,A9011,PU,Dual carriageway
3725,A98,PR,Roundabout
3726,A95,PR,Dual carriageway
3727,A939,PR,Slip road
3728,A930,PU,Single carriageway
3729,A926,PR,Dual carriageway
3730,A933,PU,Single carriageway
3731,A885,PR,Single carriageway
3732,A85,TR,Dual carriageway
3733,A848,PR,Roundabout
3734,A7,PU,Roundabout
3735,A907,PR,Roundabout
3736,A70,PR,Roundabout
3737,A759,PR,Single carriageway
3738,A6095,PU,Roundabout
3739,A1,PR,Dual carriageway
3740,A720,TR,Roundabout
3741,A6094,PR,Dual carriageway
3742,M77,TM,Roundabout
3743,M77,TM,Single carriageway
3744,A876,TR,Roundabout
3745,A9,PR,Single carriageway
3746,A904,PU,Dual carriageway
3747,A730,PU,Roundabout
3748,A749,PU,One way street
3749,A763,PU,Single carriageway
3750,A74,PR,Single carriageway
3751,A74,PR,Roundabout
3752,M73,TM,Single carriageway
3753,A771,PU,Roundabout
3754,A737,TR,Dual carriageway
3755,A760,PR,Dual carriageway
3756,A723,PU,One way street
3757,A775,PR,Single carriageway
3758,A898,TR,Dual carriageway
3759,A77,TR,Slip road
3760,A888,PR,Single carriageway
3761,M74,TM,Roundabout
3762,A9013,PU,Dual carriageway
3763,A814,PR,Dual carriageway
3764,A803,PU,One way street
3765,A95,TR,Slip road
3766,A812,PR,Slip road
3767,A763,PU,Roundabout
3768,M80,TM,Dual carriageway
3769,A956,PR,Single carriageway
3770,A944,PU,Dual carriageway
3771,A96,TU,Slip road
3772,A907,PU,Roundabout
3773,A908,PU,Dual carriageway
3774,A79,PR,Single carriageway
3775,A833,PU,Single carriageway
3776,A915,PU,Roundabout
3777,A916,PR,Dual carriageway
3778,A73,PU,Slip road
3779,A73,PU,Single carriageway
3780,A910,PR,Dual carriageway
3781,A909,PU,Single carriageway
3782,A768,PU,Roundabout
3783,A82,TU,Dual carriageway
3784,A811,PU,Single carriageway
3785,A768,PR,Single carriageway
3786,A710,PU,Single carriageway
3787,A709,PU,Roundabout
3788,A76,TU,Roundabout
3789,A923,PU,Single carriageway
3790,A823,PU,Dual carriageway
3791,A772,PU,Single carriageway
3792,A6124,PU,Single carriageway
3793,A6094,PR,Roundabout
3794,A199,PR,Dual carriageway
3795,A941,PU,Single carriageway
3796,A932,PR,Roundabout
3797,A932,PU,Roundabout
3798,A981,PU,Slip road
3799,A911,PU,Slip road
3800,A92,TU,Roundabout
3801,A761,PU,Dual carriageway
3802,A7,TU,Single carriageway
3803,A698,PU,Single carriageway
3804,A862,PU,Single carriageway
3805,A71,PU,Single carriageway
3806,A737,PR,One way street
3807,A737,TU,Single carriageway
3808,A759,PR,Dual carriageway
3809,A910,PR,Single carriageway
3810,A71,PU,Dual carriageway
3811,A800,PU,Single carriageway
3812,A937,PU,Roundabout
3813,A766,PU,One way street
3814,A85,PR,Dual carriageway
3815,A950,PU,Single carriageway
3816,A982,PR,Single carriageway
3817,A917,PR,Roundabout
3818,A77,TU,Dual carriageway
3819,A706,PR,Dual carriageway
3820,A725,TR,Dual carriageway
3821,A73,PR,One way street
3822,A89,PU,Slip road
3823,A736,PU,Roundabout
3824,A82,PR,Single carriageway
3825,A809,PU,One way street
3826,A807,PU,Dual carriageway
3827,A80,PR,Single carriageway
3828,A935,PU,Dual carriageway
3829,A84,PU,Dual carriageway
3830,A82,TU,Slip road
3831,A9,TU,Single carriageway
3832,A920,PR,Roundabout
3833,A944,PU,Single carriageway
3834,A957,PR,Roundabout
3835,A9012,PU,Single carriageway
3836,A824,PR,Single carriageway
3837,A824,PR,Roundabout
3838,A926,PU,Single carriageway
3839,A932,PU,Dual carriageway
3840,A93,PU,Dual carriageway
3841,A912,PU,Dual carriageway
3842,A989,PU,Dual carriageway
3843,A92,PU,Roundabout
3844,A934,PR,Single carriageway
3845,A824,PR,Slip road
3846,A876,TR,Single carriageway
3847,A910,PU,Single carriageway
3848,A977,TR,Dual carriageway
3849,A955,PU,Dual carriageway
3850,A910,PU,Dual carriageway
3851,A913,PR,Dual carriageway
3852,A917,PR,Dual carriageway
3853,A918,PU,Roundabout
3854,A6095,PU,Dual carriageway
3855,A1,PU,One way street
3856,A8,PU,One way street
3857,A6094,PU,Dual carriageway
3858,A768,PU,Dual carriageway
3859,A6094,PU,One way street
3860,A1140,PU,Roundabout
3861,A1,PU,Roundabout
3862,A90,PU,Dual carriageway
3863,A811,PU,Dual carriageway
3864,A91,PU,Single carriageway
3865,A905,PU,Roundabout
3866,A993,PR,Single carriageway
3867,A6091,TR,Dual carriageway
3868,A75,TR,Roundabout
3869,A73,PU,Dual carriageway
3870,A775,PU,Single carriageway
3871,A735,PU,Roundabout
3872,A8003,PR,Roundabout
3873,A880,PR,Single carriageway
3874,A814,PR,Roundabout
3875,A891,PR,Dual carriageway
3876,A726,PU,Slip road
3877,A759,PR,Roundabout
3878,A737,PR,Single carriageway
3879,A735,PR,Roundabout
3880,A728,PU,Dual carriageway
3881,A75,TR,One way street
3882,A755,PR,Dual carriageway
3883,A755,PR,Single carriageway
3884,A781,PU,Roundabout
3885,A780,PU,Dual carriageway
3886,A780,PR,Dual carriageway
3887,A701,PR,Dual carriageway
3888,A76,PU,Single carriageway
3889,A751,TR,Single carriageway
3890,A961,PR,Dual carriageway
3891,A969,PR,Roundabout
3892,A969,PR,Single carriageway
3893,A978,PU,Roundabout
3894,A866,PR,Single carriageway
3895,A68,TR,Slip road
3896,A88,PR,Single carriageway
3897,A823,PR,Roundabout
3898,A1107,PR,Single carriageway
3899,A91,PR,Slip road
3900,A82,TU,Single carriageway
3901,A85,PR,Roundabout
3902,A6091,TU,Single carriageway
3903,M80,TM,Roundabout
3904,A772,PR,Roundabout
3905,A811,PR,Roundabout
3906,A74,TM,Dual carriageway
3907,A929,PR,Single carriageway
3908,A702,PR,Dual carriageway
3909,A991,PU,Dual carriageway
3910,A982,PU,Single carriageway
3911,A982,PU,Dual carriageway
3912,A950,PR,Roundabout
3913,A720,PR,Single carriageway
3914,A749,PR,Roundabout
3915,A749,PR,Dual carriageway
3916,A720,TR,Dual carriageway
3917,A8,TR,Roundabout
3918,A84,TR,Roundabout
3919,A701,TR,Dual carriageway
3920,A816,PR,Dual carriageway
3921,A9,PU,Roundabout
3922,A72,PR,Dual carriageway
3923,A80,PU,Dual carriageway
3924,A90,PR,Roundabout
3925,A9013,PU,Roundabout
3926,A94,PR,Roundabout
3927,A198,PR,Roundabout
3928,A707,PR,Dual carriageway
3929,A710,PR,Roundabout
3930,A716,PR,Roundabout
3931,A725,PU,Single carriageway
3932,A752,PR,Dual carriageway
3933,A759,PU,Dual carriageway
3934,A766,PR,Roundabout
3935,A804,PU,Dual carriageway
3936,A810,PU,Roundabout
3937,A813,PU,Single carriageway
3938,A815,PR,Roundabout
3939,A821,PR,Roundabout
3940,A844,PR,Dual carriageway
3941,A867,PR,Dual carriageway
3942,A884,PR,Dual carriageway
3943,A890,PR,Dual carriageway
3944,A896,PR,Dual carriageway
3945,A911,PR,Roundabout
3946,A915,PU,Dual carriageway
3947,A930,PU,Dual carriageway
3948,A933,PR,Roundabout
3949,A941,PR,Dual carriageway
3950,A981,PR,Dual carriageway
3951,A6089,PR,Dual carriageway
3952,A8000,PR,Dual carriageway
3953,A704,PR,Single carriageway
3954,A8,TU,Dual carriageway
3955,A91,PR,Unknown
3956,A86,TR,Dual carriageway
3957,A921,PU,Dual carriageway
3958,A712,PR,Dual carriageway
3959,A713,PR,Dual carriageway
3960,A723,PR,Roundabout
3961,A745,PR,Dual carriageway
3962,A760,PR,Roundabout
3963,A815,PR,Dual carriageway
3964,A827,PR,Roundabout
3965,A837,PR,Roundabout
3966,A847,PR,Dual carriageway
3967,A851,PR,Slip road
3968,A897,PR,Dual carriageway
3969,A903,PU,Roundabout
3970,A905,PR,Roundabout
3971,A908,PR,Dual carriageway
3972,A916,PR,Roundabout
3973,A924,PR,Roundabout
3974,A935,PR,Dual carriageway
3975,A939,PR,Roundabout
3976,A949,PR,Dual carriageway
3977,A971,PR,Dual carriageway
3978,A993,PU,Dual carriageway
3979,A6124,PR,Dual carriageway
3980,A877,PU,Single carriageway
3981,A7,PR,Roundabout
3982,A80,TR,Roundabout
3983,A82,PU,Dual carriageway
3984,A834,PR,Single carriageway
3985,A92,TU,Dual carriageway
3986,A914,PR,Dual carriageway
3987,A707,PR,Single carriageway
3988,A718,PU,Dual carriageway
3989,A719,PU,Single carriageway
3990,A724,PR,Slip road
3991,A752,PU,Single carriageway
3992,A807,PR,Single carriageway
3993,A849,PR,Roundabout
3994,A861,PR,Roundabout
3995,A875,PR,One way street
3996,A883,PR,Dual carriageway
3997,A889,TR,Dual carriageway
3998,A899,PU,Dual carriageway
3999,A900,PU,Roundabout
4000,A909,PR,Roundabout
4001,A929,PU,Roundabout
4002,A930,PR,Roundabout
4003,A939,PR,One way street
4004,A994,PR,Dual carriageway
4005,A717,PU,Single carriageway
4006,A8015,PR,Roundabout
4007,A816,PR,One way street
4008,A72,PR,One way street
4009,A85,PR,Slip road
4010,A90,PU,Roundabout
4011,A719,PR,Roundabout
4012,A723,PR,Dual carriageway
4013,A725,TU,Roundabout
4014,A749,PU,Dual carriageway
4015,A804,PU,Roundabout
4016,A811,PR,One way street
4017,A819,PR,Roundabout
4018,A851,PR,Roundabout
4019,A867,PR,Roundabout
4020,A872,PR,One way street
4021,A884,PR,Roundabout
4022,A891,PR,Roundabout
4023,A901,PU,Roundabout
4024,A926,PR,Roundabout
4025,A932,PR,Dual carriageway
4026,A944,PR,Roundabout
4027,A970,PR,One way street
4028,A984,PR,Roundabout
4029,A6106,PU,Roundabout
4030,A830,TR,Dual carriageway
4031,A977,PR,Slip road
4032,M8,TM,Slip road
4033,A99,PR,Roundabout
4034,A70,PU,Roundabout
4035,A81,PR,One way street
4036,A83,PR,Dual carriageway
4037,A697,PR,Roundabout
4038,A705,PU,Roundabout
4039,A713,PU,Roundabout
4040,A827,PR,One way street
4041,A838,PR,Slip road
4042,A841,PR,Dual carriageway
4043,A846,PR,Roundabout
4044,A862,PR,One way street
4045,A913,PR,Roundabout
4046,A917,PU,Dual carriageway
4047,A930,PR,Dual carriageway
4048,A955,PR,One way street
4049,A752,PU,Dual carriageway
4050,A823,TM,Dual carriageway
4051,A8,PR,Slip road
4052,A9,TR,One way street
4053,A78,TR,One way street
4054,A952,PR,Single carriageway
4055,A72,PU,Dual carriageway
4056,A702,TR,One way street
4057,A88,PU,Roundabout
4058,A77,PU,One way street
4059,A7066,PR,Single carriageway
4060,A6137,PR,Dual carriageway
4061,A6112,PR,Dual carriageway
4062,A84,PR,Single carriageway
4063,A6089,PR,Roundabout
4064,A990,PR,Single carriageway
4065,A984,PR,Dual carriageway
4066,A971,PR,Roundabout
4067,A948,PR,Roundabout
4068,A937,PR,Dual carriageway
4069,A933,PR,Dual carriageway
4070,A928,PR,Slip road
4071,A919,PR,Dual carriageway
4072,A899,PR,Single carriageway
4073,A896,PR,Roundabout
4074,A890,PR,One way street
4075,A865,PR,One way street
4076,A857,PR,Roundabout
4077,A836,PR,One way street
4078,A823,PR,One way street
4079,A706,PU,Roundabout
4080,A746,PR,Dual carriageway
4081,A739,PU,Slip road
4082,A722,PU,Single carriageway
4083,A721,PR,Roundabout
4084,A714,PR,Slip road
4085,A71,PR,One way street
4086,A961,PR,Roundabout
4087,A820,PR,Dual carriageway
4088,A705,PU,Slip road
4089,A779,PR,Dual carriageway
4090,A945,PU,Dual carriageway
4091,A9011,PU,Single carriageway
4092,A933,PU,Roundabout
4093,A701,PR,Slip road
4094,A703,PR,Dual carriageway
4095,A7,PU,Slip road
4096,A736,PR,Roundabout
4097,A735,PU,One way street
4098,A6124,PR,Roundabout
4099,A6106,PR,Roundabout
4100,M73,TM,Roundabout
4101,A771,PU,Dual carriageway
4102,A737,TR,Roundabout
4103,A888,PR,Dual carriageway
4104,A938,PR,Roundabout
4105,A83,PR,Slip road
4106,A812,PR,Dual carriageway
4107,A879,PR,Dual carriageway
4108,M9,TM,Unknown
4109,A923,PR,Roundabout
4110,A956,PR,Roundabout
4111,A907,PU,Dual carriageway
4112,A908,PU,Single carriageway
4113,A915,PR,Dual carriageway
4114,A915,PR,Unknown
4115,A768,PU,Single carriageway
4116,A768,PR,One way street
4117,A710,PU,Dual carriageway
4118,A709,PU,Unknown
4119,A76,TU,One way street
4120,A923,PU,Dual carriageway
4121,A90,PU,One way street
4122,A929,PU,Slip road
4123,A932,PU,Single carriageway
4124,A981,PU,Single carriageway
4125,A98,PU,Dual carriageway
4126,A911,PU,Dual carriageway
4127,A770,PR,Dual carriageway
4128,A7,TU,Dual carriageway
4129,A862,PU,Roundabout
4130,A803,PU,Unknown
4131,A955,PR,Dual carriageway
4132,A706,PU,Slip road
4133,A937,PU,Single carriageway
4134,A766,PU,Single carriageway
4135,A94,PU,Dual carriageway
4136,A982,PR,Roundabout
4137,A74,PU,Roundabout
4138,A726,PR,Slip road
4139,A82,PR,Roundabout
4140,A807,PU,Single carriageway
4141,A935,PU,Single carriageway
4142,A90,TU,One way street
4143,A90,TR,Slip road
4144,A937,PR,Roundabout
4145,A989,PU,Roundabout
4146,A933,PU,Dual carriageway
4147,A934,PR,Roundabout
4148,A977,TR,Single carriageway
4149,A918,PU,Single carriageway
4150,A909,PR,One way street
4151,A199,PR,Slip road
4152,A8,PU,Unknown
4153,A768,PR,Roundabout
4154,A6095,PU,Unknown
4155,A6094,PU,Unknown
4156,A1140,PU,Single carriageway
4157,A811,PU,Unknown
4158,A91,PU,Dual carriageway
4159,A905,PU,One way street
4160,A6091,TR,Single carriageway
4161,M74,TM,Unknown
4162,A80,PU,Unknown
4163,A78,TU,One way street
4164,A8003,PR,Single carriageway
4165,A880,PR,Roundabout
4166,A726,PU,One way street
4167,A759,PU,Roundabout
4168,A737,PU,Dual carriageway
4169,A77,PU,Slip road
4170,A709,PR,Dual carriageway
4171,A713,PR,Slip road
4172,A781,PU,Dual carriageway
4173,A701,PR,Unknown
4174,A7,TR,Unknown
4175,A746,PR,Roundabout
4176,A857,PR,Slip road
4177,A866,PR,Dual carriageway
4178,A75,TR,Slip road
4179,A775,PU,Dual carriageway
4180,A77,PR,Slip road
4181,A904,PR,Dual carriageway
4182,A923,PR,Slip road
4183,A82,TU,Roundabout
4184,A87,TR,Slip road
4185,A737,PU,Roundabout
4186,M74,TM,Slip road
4187,A736,PU,Slip road
4188,A74,TM,Single carriageway
4189,A737,TR,Unknown
4190,A749,PR,Single carriageway
4191,A749,PU,Slip road
4192,M77,TM,Dual carriageway
4193,M90,TM,One way street
4194,A702,TR,Slip road
4195,A90,PR,Dual carriageway
4196,A92,TR,Unknown
4197,A921,PR,One way street
4198,A710,PR,Single carriageway
4199,A718,PR,Slip road
4200,A737,PU,Slip road
4201,A78,PU,One way street
4202,A752,PR,One way street
4203,A766,PR,Single carriageway
4204,A801,PR,Slip road
4205,A803,PR,One way street
4206,A811,PR,Unknown
4207,A831,PR,Roundabout
4208,A861,PR,Slip road
4209,A879,PU,Roundabout
4210,A890,PR,Unknown
4211,A8014,PU,Dual carriageway
4212,A68,TR,Unknown
4213,A83,TR,Unknown
4214,A957,PR,Dual carriageway
4215,A96,TR,Unknown
4216,A9,TR,Unknown
4217,A89,PU,Unknown
4218,A92,PU,One way street
4219,A95,PR,Unknown
4220,A702,PR,Roundabout
4221,A709,PR,One way street
4222,A833,PR,Dual carriageway
4223,A836,PR,Unknown
4224,A844,PR,Roundabout
4225,A846,PR,One way street
4226,A851,PR,One way street
4227,A907,PR,Slip road
4228,A908,PR,Roundabout
4229,A960,PR,One way street
4230,A964,PR,Slip road
4231,A975,PR,Dual carriageway
4232,A986,PR,Roundabout
4233,A877,PU,Slip road
4234,A99,TR,One way street
4235,A75,TU,Roundabout
4236,A85,TR,One way street
4237,A702,TR,Roundabout
4238,A834,PR,One way street
4239,A905,PR,Dual carriageway
4240,A79,PU,One way street
4241,A89,PR,Slip road
4242,A96,PU,Dual carriageway
4243,A699,PR,One way street
4244,A706,PU,Dual carriageway
4245,A712,PR,Roundabout
4246,A724,PR,Single carriageway
4247,A736,PU,Unknown
4248,A809,PR,Unknown
4249,A835,PR,Roundabout
4250,A87,TR,Unknown
4251,A883,PR,Single carriageway
4252,A900,PU,Dual carriageway
4253,A905,PR,Slip road
4254,A917,PU,Unknown
4255,A965,PR,Slip road
4256,A970,PR,Unknown
4257,A6093,PR,One way street
4258,A772,PR,Slip road
4259,A828,TR,Dual carriageway
4260,A7,PR,Dual carriageway
4261,A97,PR,One way street
4262,A701,PR,One way street
4263,A705,PR,Roundabout
4264,A741,PU,Dual carriageway
4265,A762,PR,Slip road
4266,A809,PU,Dual carriageway
4267,A810,PU,Dual carriageway
4268,A894,PR,Roundabout
4269,A911,PR,One way street
4270,A964,PR,Dual carriageway
4271,A6105,PR,Unknown
4272,A6106,PU,Dual carriageway
4273,A76,TR,One way street
4274,A84,TR,Slip road
4275,A701,PU,Dual carriageway
4276,A8,PU,Slip road
4277,A780,PU,Slip road
4278,A79,PU,Roundabout
4279,A86,TR,Roundabout
4280,A95,PR,Roundabout
4281,A702,PU,Dual carriageway
4282,A706,PR,Slip road
4283,A713,PU,Single carriageway
4284,A747,PR,Roundabout
4285,A760,PR,Slip road
4286,A838,PR,Roundabout
4287,A863,PR,One way street
4288,A920,PR,Dual carriageway
4289,A929,PU,Dual carriageway
4290,A947,PR,Slip road
4291,A965,PR,Roundabout
4292,A967,PR,Slip road
4293,A6094,PR,Slip road
4294,A823,TM,Single carriageway
4295,A199,PR,One way street
4296,A772,PU,Dual carriageway
4297,A86,TR,Slip road
4298,A812,PR,One way street
4299,A922,PR,Dual carriageway
4300,A899,PR,One way street
4301,A896,PR,One way street
4302,A865,PR,Slip road
4303,A865,PR,Unknown
4304,A863,PR,Unknown
4305,A859,PR,Unknown
4306,A850,PR,Slip road
4307,A97,PR,Unknown
4308,A701,PU,Slip road
4309,A730,PU,One way street
4310,A724,PU,Unknown
4311,A718,PR,Dual carriageway
4312,A714,PR,Unknown
4313,A96,TU,One way street
4314,A720,TR,Slip road
4315,A720,TR,One way street
4316,A779,PR,Slip road
4317,A978,PU,Slip road
4318,A98,PR,Slip road
4319,A885,PR,Dual carriageway
4320,A885,PR,Unknown
4321,A6095,PU,One way street
4322,A9,PR,Roundabout
4323,A741,PU,Roundabout
4324,A8,TU,Roundabout
4325,A771,PU,Single carriageway
4326,A775,PR,Dual carriageway
4327,M8,TM,Unknown
4328,A77,TR,One way street
4329,A199,PR,Roundabout
4330,A763,PU,Dual carriageway
4331,A752,PR,Unknown
4332,A956,PR,Unknown
4333,A719,PR,Unknown
4334,A6094,PU,Roundabout
4335,A768,PU,Unknown
4336,A711,PR,One way street
4337,A710,PU,Slip road
4338,A709,PU,Single carriageway
4339,A76,TU,Single carriageway
4340,A701,TR,Slip road
4341,A907,PU,Unknown
4342,A6124,PU,Roundabout
4343,A941,PU,Unknown
4344,A803,PR,Slip road
4345,A981,PU,Roundabout
4346,A737,PR,Roundabout
4347,A737,TU,Dual carriageway
4348,A766,PU,Dual carriageway
4349,A950,PU,Dual carriageway
4350,A725,TR,Slip road
4351,A82,PR,Dual carriageway
4352,A809,PU,Roundabout
4353,A807,PU,Roundabout
4354,A80,PR,One way street
4355,A84,PU,Single carriageway
4356,A835,TR,Dual carriageway
4357,A93,PU,Roundabout
4358,A96,PU,Roundabout
4359,A824,PR,Dual carriageway
4360,A926,PU,Dual carriageway
4361,A926,PU,Roundabout
4362,A85,PU,Roundabout
4363,A977,TR,Roundabout
4364,A917,PR,Slip road
4365,A89,PR,Unknown
4366,A872,PU,Dual carriageway
4367,A904,PU,Unknown
4368,A721,PU,Slip road
4369,A8003,PR,Dual carriageway
4370,A814,PR,Unknown
4371,A737,PR,Dual carriageway
4372,A781,PU,One way street
4373,A73,PU,Roundabout
4374,A702,PR,Unknown
4375,M74,TM,One way street
4376,A1,TR,Unknown
4377,A99,PR,Unknown
4378,A82,PU,One way street
4379,A91,PR,One way street
4380,A78,PU,Dual carriageway
4381,A847,PR,One way street
4382,A886,PR,Roundabout
4383,A902,PU,Roundabout
4384,A937,PR,One way street
4385,A947,PR,One way street
4386,A8000,PR,Roundabout
4387,A82,TR,Unknown
4388,A83,TR,Roundabout
4389,M876,TM,One way street
4390,A77,TU,Roundabout
4391,A93,PR,One way street
4392,A198,PR,One way street
4393,A736,PR,One way street
4394,A762,PR,Roundabout
4395,A814,PR,One way street
4396,A814,PU,Slip road
4397,A820,PR,Slip road
4398,A823,PU,Unknown
